ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
110,Cust_65,Prod_15,SHP_151,21/09/2010,22/09/2010,MUHAMMED MACINTYRE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,181067,7,HIGH,1
1100,Cust_426,Prod_4,SHP_1517,20/02/2011,21/02/2011,MARY ZEWE,ONTARIO,ONTARIO,CORPORATE,32769965,30,CRITICAL,1
1100,Cust_426,Prod_2,SHP_1517,20/02/2011,21/02/2011,MARY ZEWE,ONTARIO,ONTARIO,CORPORATE,155366,28,CRITICAL,1
1101,Cust_424,Prod_3,SHP_1518,14/09/2010,14/09/2010,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,36316,26,MEDIUM,0
1101,Cust_424,Prod_13,SHP_1518,14/09/2010,14/09/2010,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,12886,21,MEDIUM,0
1101,Cust_424,Prod_11,SHP_1518,14/09/2010,14/09/2010,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,1788453,45,MEDIUM,0
1101,Cust_424,Prod_17,SHP_1518,14/09/2010,14/09/2010,LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,1257163,45,MEDIUM,0
1102,Cust_427,Prod_8,SHP_1522,04/12/2011,04/12/2011,JANET MOLINARI,ONTARIO,ONTARIO,CORPORATE,548,5,CRITICAL,0
1102,Cust_427,Prod_13,SHP_1522,04/12/2011,04/12/2011,JANET MOLINARI,ONTARIO,ONTARIO,CORPORATE,103819,40,CRITICAL,0
1103,Cust_410,Prod_13,SHP_1524,14/08/2012,16/08/2012,LIZ THOMPSON,ONTARIO,ONTARIO,CORPORATE,5175,9,MEDIUM,2
1104,Cust_411,Prod_2,SHP_1525,18/08/2011,20/08/2011,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,77256,34,NOT SPECIFIED,2
1105,Cust_422,Prod_5,SHP_1526,06/01/2011,13/01/2011,CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,10873,16,LOW,7
1106,Cust_419,Prod_8,SHP_1527,10/05/2009,12/05/2009,ROBERT WALDORF,ONTARIO,ONTARIO,HOME OFFICE,30946,49,LOW,2
1107,Cust_428,Prod_14,SHP_4200,04/01/2010,05/01/2010,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,224905,5,HIGH,1
1107,Cust_428,Prod_1,SHP_4200,04/01/2010,05/01/2010,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,481367,48,HIGH,1
1107,Cust_428,Prod_2,SHP_4200,04/01/2010,05/01/2010,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,87675,3,HIGH,1
1108,Cust_411,Prod_15,SHP_1529,22/05/2011,26/05/2011,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,116828,22,LOW,4
1109,Cust_429,Prod_13,SHP_1530,24/01/2012,26/01/2012,MARIA BERTELSON,ONTARIO,ONTARIO,CORPORATE,1031963,31,LOW,2
1109,Cust_429,Prod_6,SHP_1530,24/01/2012,26/01/2012,MARIA BERTELSON,ONTARIO,ONTARIO,CORPORATE,61435,31,LOW,2
111,Cust_65,Prod_8,SHP_152,17/08/2010,19/08/2010,MUHAMMED MACINTYRE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,63356,31,NOT SPECIFIED,2
1110,Cust_430,Prod_1,SHP_1534,21/07/2010,21/07/2010,ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,542358,42,HIGH,0
1110,Cust_430,Prod_13,SHP_1534,21/07/2010,21/07/2010,ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,2785,13,HIGH,0
1110,Cust_430,Prod_3,SHP_1534,21/07/2010,21/07/2010,ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,193525,29,HIGH,0
1111,Cust_421,Prod_4,SHP_1535,06/11/2011,09/11/2011,MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,11967915,26,NOT SPECIFIED,3
1112,Cust_421,Prod_3,SHP_1536,05/07/2012,05/07/2012,MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,4965,10,NOT SPECIFIED,0
1112,Cust_421,Prod_16,SHP_1536,05/07/2012,05/07/2012,MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,32597,46,NOT SPECIFIED,0
1113,Cust_411,Prod_4,SHP_1538,02/03/2012,03/03/2012,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,13753765,45,CRITICAL,1
1114,Cust_429,Prod_17,SHP_1539,16/09/2011,16/09/2011,MARIA BERTELSON,ONTARIO,ONTARIO,CORPORATE,6421,42,CRITICAL,0
1115,Cust_419,Prod_13,SHP_1541,14/07/2009,14/07/2009,ROBERT WALDORF,ONTARIO,ONTARIO,HOME OFFICE,94586,47,NOT SPECIFIED,0
1115,Cust_419,Prod_11,SHP_1541,14/07/2009,14/07/2009,ROBERT WALDORF,ONTARIO,ONTARIO,HOME OFFICE,2340504,12,NOT SPECIFIED,0
1116,Cust_422,Prod_13,SHP_1542,29/10/2011,31/10/2011,CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,9439,33,HIGH,2
1117,Cust_414,Prod_9,SHP_1543,15/01/2011,18/01/2011,BRIAN THOMPSON,ONTARIO,ONTARIO,HOME OFFICE,24959,32,CRITICAL,3
1118,Cust_417,Prod_13,SHP_1544,14/10/2010,16/10/2010,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,11036,39,CRITICAL,2
1119,Cust_417,Prod_3,SHP_1545,04/11/2009,05/11/2009,JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,5898,9,NOT SPECIFIED,1
112,Cust_77,Prod_6,SHP_153,16/09/2009,16/09/2009,DON MILLER,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,6444,27,LOW,0
1120,Cust_416,Prod_1,SHP_1546,02/07/2009,03/07/2009,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,145504,9,CRITICAL,1
1121,Cust_428,Prod_3,SHP_1547,02/03/2012,04/03/2012,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,1104142,30,HIGH,2
1122,Cust_412,Prod_4,SHP_1548,04/02/2011,05/02/2011,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,48040385,46,MEDIUM,1
1122,Cust_412,Prod_7,SHP_1548,04/02/2011,05/02/2011,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,7355,32,MEDIUM,1
1123,Cust_431,Prod_6,SHP_1550,18/03/2011,20/03/2011,MEG O'CONNEL,ONTARIO,ONTARIO,CORPORATE,7606,14,LOW,2
1124,Cust_431,Prod_11,SHP_1551,18/03/2011,22/03/2011,MEG O'CONNEL,ONTARIO,ONTARIO,CORPORATE,1805668,50,CRITICAL,4
1125,Cust_1312,Prod_3,SHP_5194,24/07/2010,24/07/2010,ROB BEEGHLY,SASKACHEWAN,PRARIE,CONSUMER,37269,42,LOW,0
1125,Cust_1312,Prod_12,SHP_5194,24/07/2010,24/07/2010,ROB BEEGHLY,SASKACHEWAN,PRARIE,CONSUMER,3203,11,LOW,0
1125,Cust_1312,Prod_6,SHP_5194,24/07/2010,24/07/2010,ROB BEEGHLY,SASKACHEWAN,PRARIE,CONSUMER,18582,44,LOW,0
1125,Cust_1312,Prod_2,SHP_5194,24/07/2010,24/07/2010,ROB BEEGHLY,SASKACHEWAN,PRARIE,CONSUMER,18462,26,LOW,0
1126,Cust_433,Prod_8,SHP_1553,17/10/2012,18/10/2012,IVAN GIBSON,ONTARIO,ONTARIO,CORPORATE,655,11,HIGH,1
1127,Cust_434,Prod_5,SHP_1554,27/11/2011,29/11/2011,ANNIE THURMAN,ONTARIO,ONTARIO,CONSUMER,1121974,1,NOT SPECIFIED,2
1127,Cust_434,Prod_3,SHP_1554,27/11/2011,29/11/2011,ANNIE THURMAN,ONTARIO,ONTARIO,CONSUMER,13685,14,NOT SPECIFIED,2
1128,Cust_435,Prod_6,SHP_3481,05/03/2009,05/03/2009,BILL EPLETT,ONTARIO,ONTARIO,CORPORATE,18667,9,MEDIUM,0
1128,Cust_435,Prod_5,SHP_3481,05/03/2009,05/03/2009,BILL EPLETT,ONTARIO,ONTARIO,CORPORATE,19641,9,MEDIUM,0
1128,Cust_435,Prod_4,SHP_3481,05/03/2009,05/03/2009,BILL EPLETT,ONTARIO,ONTARIO,CORPORATE,20518235,36,MEDIUM,0
1128,Cust_435,Prod_8,SHP_3481,05/03/2009,05/03/2009,BILL EPLETT,ONTARIO,ONTARIO,CORPORATE,18579,5,MEDIUM,0
1129,Cust_411,Prod_6,SHP_1557,25/01/2012,25/01/2012,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,159,25,CRITICAL,0
1129,Cust_411,Prod_3,SHP_1557,25/01/2012,25/01/2012,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,48073,12,CRITICAL,0
113,Cust_42,Prod_15,SHP_154,22/06/2009,23/06/2009,SYLVIA FOULSTON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,121198,7,HIGH,1
1130,Cust_428,Prod_9,SHP_1559,08/05/2010,13/05/2010,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,17152,32,LOW,5
1131,Cust_421,Prod_5,SHP_1560,28/09/2009,29/09/2009,MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,8401,16,MEDIUM,1
1132,Cust_412,Prod_6,SHP_1561,02/07/2012,03/07/2012,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,44517,23,HIGH,1
1133,Cust_421,Prod_1,SHP_1562,04/10/2010,07/10/2010,MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,23294,37,MEDIUM,3
1134,Cust_431,Prod_9,SHP_1564,26/05/2009,27/05/2009,MEG O'CONNEL,ONTARIO,ONTARIO,CORPORATE,6981,45,CRITICAL,1
1134,Cust_431,Prod_2,SHP_1564,26/05/2009,27/05/2009,MEG O'CONNEL,ONTARIO,ONTARIO,CORPORATE,10605,9,CRITICAL,1
1135,Cust_416,Prod_5,SHP_1565,20/02/2010,22/02/2010,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,137049,40,CRITICAL,2
1136,Cust_436,Prod_5,SHP_1566,04/12/2010,06/12/2010,DOUG O'CONNELL,ONTARIO,ONTARIO,SMALL BUSINESS,11012021,3,HIGH,2
1136,Cust_436,Prod_3,SHP_1566,04/12/2010,06/12/2010,DOUG O'CONNELL,ONTARIO,ONTARIO,SMALL BUSINESS,3944,5,HIGH,2
1137,Cust_416,Prod_5,SHP_1567,05/08/2010,09/08/2010,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,37713,38,LOW,4
1137,Cust_416,Prod_3,SHP_1567,05/08/2010,09/08/2010,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,19551,26,LOW,4
1138,Cust_411,Prod_13,SHP_1569,09/12/2011,09/12/2011,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,35042,28,MEDIUM,0
1138,Cust_411,Prod_2,SHP_1569,09/12/2011,09/12/2011,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,17045,4,MEDIUM,0
1139,Cust_422,Prod_8,SHP_1571,04/02/2009,05/02/2009,CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,6966,40,MEDIUM,1
114,Cust_78,Prod_15,SHP_155,28/08/2012,30/08/2012,BECKY CASTELL,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,331608,27,NOT SPECIFIED,2
1140,Cust_433,Prod_1,SHP_1572,28/05/2012,29/05/2012,IVAN GIBSON,ONTARIO,ONTARIO,CORPORATE,24964,23,HIGH,1
1140,Cust_433,Prod_17,SHP_1572,28/05/2012,29/05/2012,IVAN GIBSON,ONTARIO,ONTARIO,CORPORATE,1124,6,HIGH,1
1141,Cust_416,Prod_1,SHP_1573,05/08/2012,07/08/2012,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,41156,46,LOW,2
1141,Cust_416,Prod_17,SHP_1573,05/08/2012,07/08/2012,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,125548,11,LOW,2
1142,Cust_437,Prod_2,SHP_1575,19/06/2009,22/06/2009,CRAIG CARROLL,ONTARIO,ONTARIO,CORPORATE,4646,3,NOT SPECIFIED,3
1143,Cust_438,Prod_5,SHP_1577,02/03/2010,03/03/2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,30359,32,MEDIUM,1
1143,Cust_438,Prod_6,SHP_1577,02/03/2010,03/03/2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,1916,36,MEDIUM,1
1144,Cust_437,Prod_3,SHP_1578,11/03/2009,12/03/2009,CRAIG CARROLL,ONTARIO,ONTARIO,CORPORATE,31759,36,NOT SPECIFIED,1
1145,Cust_439,Prod_12,SHP_1579,07/09/2011,09/09/2011,CHRISTINE KARGATIS,ONTARIO,ONTARIO,SMALL BUSINESS,4837,16,NOT SPECIFIED,2
1146,Cust_438,Prod_5,SHP_1580,23/07/2010,30/07/2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,100574,47,LOW,7
1146,Cust_438,Prod_4,SHP_1580,23/07/2010,30/07/2010,LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,64777395,37,LOW,7
1147,Cust_439,Prod_5,SHP_1581,07/04/2009,08/04/2009,CHRISTINE KARGATIS,ONTARIO,ONTARIO,SMALL BUSINESS,24485,14,MEDIUM,1
1148,Cust_440,Prod_5,SHP_1582,23/03/2012,25/03/2012,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,31635,21,NOT SPECIFIED,2
1149,Cust_440,Prod_6,SHP_1583,09/08/2010,11/08/2010,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,10937,11,CRITICAL,2
115,Cust_79,Prod_1,SHP_156,07/06/2011,09/06/2011,DOROTHY WARDLE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,23428,8,CRITICAL,2
115,Cust_79,Prod_4,SHP_156,07/06/2011,09/06/2011,DOROTHY WARDLE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,17798915,41,CRITICAL,2
115,Cust_79,Prod_6,SHP_156,07/06/2011,09/06/2011,DOROTHY WARDLE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,20708,48,CRITICAL,2
1150,Cust_441,Prod_1,SHP_1584,29/06/2011,01/07/2011,CRAIG CARROLL,ONTARIO,ONTARIO,SMALL BUSINESS,620616,50,MEDIUM,2
1151,Cust_442,Prod_3,SHP_1585,22/06/2009,24/06/2009,RUSSELL APPLEGATE,ONTARIO,ONTARIO,HOME OFFICE,153837,50,CRITICAL,2
1151,Cust_442,Prod_4,SHP_1585,22/06/2009,24/06/2009,RUSSELL APPLEGATE,ONTARIO,ONTARIO,HOME OFFICE,1637457,31,CRITICAL,2
1152,Cust_443,Prod_9,SHP_1586,21/01/2012,21/01/2012,BILL DONATELLI,ONTARIO,ONTARIO,SMALL BUSINESS,155453,16,MEDIUM,0
1153,Cust_444,Prod_3,SHP_1587,07/12/2010,08/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,35695,1,MEDIUM,1
1153,Cust_444,Prod_8,SHP_1587,07/12/2010,08/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,11286,17,MEDIUM,1
1153,Cust_444,Prod_6,SHP_1587,07/12/2010,08/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,206342,38,MEDIUM,1
1154,Cust_444,Prod_8,SHP_1590,02/09/2012,02/09/2012,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,11682,24,NOT SPECIFIED,0
1154,Cust_444,Prod_16,SHP_1590,02/09/2012,02/09/2012,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,48364,45,NOT SPECIFIED,0
1155,Cust_440,Prod_8,SHP_1592,06/06/2010,07/06/2010,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,3364,4,NOT SPECIFIED,1
1155,Cust_440,Prod_17,SHP_1592,06/06/2010,07/06/2010,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,70194,29,NOT SPECIFIED,1
1156,Cust_444,Prod_4,SHP_1593,14/12/2010,14/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,5814,3,CRITICAL,0
1156,Cust_444,Prod_5,SHP_1593,14/12/2010,14/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,12688,33,CRITICAL,0
1156,Cust_444,Prod_3,SHP_1593,14/12/2010,14/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,90664,42,CRITICAL,0
1156,Cust_444,Prod_8,SHP_1593,14/12/2010,14/12/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,88296,45,CRITICAL,0
1157,Cust_444,Prod_6,SHP_1598,10/05/2010,10/05/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,14746,39,HIGH,0
1157,Cust_444,Prod_8,SHP_1598,10/05/2010,10/05/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,153833,39,HIGH,0
1158,Cust_445,Prod_4,SHP_1599,12/04/2011,13/04/2011,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,849031,50,MEDIUM,1
1158,Cust_445,Prod_15,SHP_1599,12/04/2011,13/04/2011,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,47388,4,MEDIUM,1
1159,Cust_1421,Prod_3,SHP_1601,29/01/2009,31/01/2009,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,1614761,38,MEDIUM,2
1159,Cust_1421,Prod_10,SHP_1601,29/01/2009,31/01/2009,LIZ MACKENDRICK,NEW BRUNSWICK,ATLANTIC,CORPORATE,104263,4,MEDIUM,2
116,Cust_80,Prod_4,SHP_158,09/10/2009,09/10/2009,ANN CHONG,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,52474835,49,NOT SPECIFIED,0
116,Cust_80,Prod_3,SHP_158,09/10/2009,09/10/2009,ANN CHONG,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,11412,30,NOT SPECIFIED,0
116,Cust_80,Prod_8,SHP_158,09/10/2009,09/10/2009,ANN CHONG,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,43605,15,NOT SPECIFIED,0
1160,Cust_444,Prod_3,SHP_1602,12/12/2009,14/12/2009,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,27073,32,HIGH,2
1161,Cust_446,Prod_3,SHP_1603,25/01/2012,27/01/2012,BOBBY ODEGARD,ONTARIO,ONTARIO,CONSUMER,25111,30,NOT SPECIFIED,2
1162,Cust_447,Prod_9,SHP_1604,12/06/2012,16/06/2012,RUSSELL APPLEGATE,ONTARIO,ONTARIO,SMALL BUSINESS,6444,21,LOW,4
1163,Cust_442,Prod_13,SHP_1605,06/04/2009,15/04/2009,RUSSELL APPLEGATE,ONTARIO,ONTARIO,HOME OFFICE,7796,16,LOW,9
1164,Cust_445,Prod_2,SHP_1606,10/04/2009,11/04/2009,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,949292,29,NOT SPECIFIED,1
1165,Cust_444,Prod_9,SHP_1607,24/09/2009,24/09/2009,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,4564,2,LOW,0
1166,Cust_440,Prod_4,SHP_1608,30/06/2011,01/07/2011,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,33753075,34,NOT SPECIFIED,1
1166,Cust_440,Prod_1,SHP_1608,30/06/2011,01/07/2011,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,295414,21,NOT SPECIFIED,1
1167,Cust_444,Prod_4,SHP_1610,03/01/2009,05/01/2009,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,7546555,8,CRITICAL,2
1167,Cust_444,Prod_6,SHP_1610,03/01/2009,05/01/2009,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,8556,15,CRITICAL,2
1168,Cust_442,Prod_6,SHP_1612,24/06/2010,25/06/2010,RUSSELL APPLEGATE,ONTARIO,ONTARIO,HOME OFFICE,10821,19,CRITICAL,1
1169,Cust_443,Prod_5,SHP_1614,22/04/2012,24/04/2012,BILL DONATELLI,ONTARIO,ONTARIO,SMALL BUSINESS,38815,18,HIGH,2
1169,Cust_443,Prod_8,SHP_1614,22/04/2012,24/04/2012,BILL DONATELLI,ONTARIO,ONTARIO,SMALL BUSINESS,3631,1,HIGH,2
117,Cust_81,Prod_4,SHP_160,05/12/2010,07/12/2010,CLAY ROZENDAL,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,173417,9,NOT SPECIFIED,2
1170,Cust_448,Prod_5,SHP_1615,22/04/2010,24/04/2010,JOEL JENKINS,ONTARIO,ONTARIO,CORPORATE,23127,11,LOW,2
1171,Cust_448,Prod_1,SHP_1616,03/05/2011,03/05/2011,JOEL JENKINS,ONTARIO,ONTARIO,CORPORATE,15033,15,MEDIUM,0
1172,Cust_449,Prod_1,SHP_1618,12/12/2010,13/12/2010,BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,52928,45,NOT SPECIFIED,1
1172,Cust_449,Prod_6,SHP_1618,12/12/2010,13/12/2010,BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,24018,40,NOT SPECIFIED,1
1173,Cust_449,Prod_3,SHP_1619,11/04/2009,13/04/2009,BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,88745,47,NOT SPECIFIED,2
1173,Cust_449,Prod_6,SHP_1619,11/04/2009,13/04/2009,BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,35597,7,NOT SPECIFIED,2
1174,Cust_444,Prod_15,SHP_1620,15/03/2011,16/03/2011,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,94993,44,NOT SPECIFIED,1
1175,Cust_1245,Prod_4,SHP_1621,20/12/2011,21/12/2011,RUSSELL APPLEGATE,MANITOBA,PRARIE,SMALL BUSINESS,2544985,36,CRITICAL,1
1175,Cust_1245,Prod_12,SHP_1621,20/12/2011,21/12/2011,RUSSELL APPLEGATE,MANITOBA,PRARIE,SMALL BUSINESS,7002,10,CRITICAL,1
1176,Cust_445,Prod_4,SHP_1622,23/03/2012,27/03/2012,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,728025,13,LOW,4
1177,Cust_450,Prod_6,SHP_1623,14/05/2011,21/05/2011,JASON GROSS,ONTARIO,ONTARIO,SMALL BUSINESS,7925,9,LOW,7
1178,Cust_451,Prod_4,SHP_1624,11/06/2009,13/06/2009,HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,1495184,26,HIGH,2
1179,Cust_444,Prod_12,SHP_1625,30/03/2011,31/03/2011,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,2384,7,MEDIUM,1
118,Cust_63,Prod_3,SHP_161,07/06/2009,09/06/2009,GRANT CARROLL,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,2379293,18,LOW,2
1180,Cust_445,Prod_16,SHP_1627,19/04/2011,19/04/2011,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,5976,19,MEDIUM,0
1180,Cust_445,Prod_15,SHP_1627,19/04/2011,19/04/2011,DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,70937,8,MEDIUM,0
1181,Cust_444,Prod_4,SHP_1628,06/02/2009,10/02/2009,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,13188685,24,LOW,4
1181,Cust_444,Prod_15,SHP_1628,06/02/2009,10/02/2009,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,754865,45,LOW,4
1182,Cust_449,Prod_10,SHP_1631,23/06/2009,24/06/2009,BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,451486,23,HIGH,1
1182,Cust_449,Prod_13,SHP_1631,23/06/2009,24/06/2009,BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,7914,30,HIGH,1
1183,Cust_451,Prod_1,SHP_1633,05/02/2011,05/02/2011,HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,156269,43,HIGH,0
1183,Cust_451,Prod_6,SHP_1633,05/02/2011,05/02/2011,HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,11257,17,HIGH,0
1184,Cust_452,Prod_1,SHP_1635,31/05/2011,01/06/2011,ADAM BELLAVANCE,ONTARIO,ONTARIO,SMALL BUSINESS,197466,32,NOT SPECIFIED,1
1184,Cust_452,Prod_11,SHP_1635,31/05/2011,01/06/2011,ADAM BELLAVANCE,ONTARIO,ONTARIO,SMALL BUSINESS,7344,3,NOT SPECIFIED,1
1185,Cust_451,Prod_12,SHP_1636,05/07/2012,06/07/2012,HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,12112021,3,MEDIUM,1
1186,Cust_453,Prod_5,SHP_1637,19/09/2010,19/09/2010,CARI SAYRE,ONTARIO,ONTARIO,HOME OFFICE,266792,33,HIGH,0
1186,Cust_453,Prod_11,SHP_1637,19/09/2010,19/09/2010,CARI SAYRE,ONTARIO,ONTARIO,HOME OFFICE,223615,15,HIGH,0
1187,Cust_1407,Prod_1,SHP_5895,20/12/2012,21/12/2012,LISA DECHERNEY,NEW BRUNSWICK,ATLANTIC,CORPORATE,427335,42,HIGH,1
1187,Cust_1407,Prod_5,SHP_5895,20/12/2012,21/12/2012,LISA DECHERNEY,NEW BRUNSWICK,ATLANTIC,CORPORATE,108758,27,HIGH,1
1187,Cust_1407,Prod_15,SHP_5895,20/12/2012,21/12/2012,LISA DECHERNEY,NEW BRUNSWICK,ATLANTIC,CORPORATE,416504,45,HIGH,1
1188,Cust_451,Prod_6,SHP_1640,21/07/2011,28/07/2011,HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,11733,17,LOW,7
1189,Cust_452,Prod_6,SHP_1641,07/03/2010,08/03/2010,ADAM BELLAVANCE,ONTARIO,ONTARIO,SMALL BUSINESS,4961,1,MEDIUM,1
119,Cust_56,Prod_2,SHP_162,27/07/2009,28/07/2009,BRENDAN DODSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,25612,21,CRITICAL,1
1190,Cust_444,Prod_3,SHP_1642,19/07/2010,21/07/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,534713,44,NOT SPECIFIED,2
1190,Cust_444,Prod_2,SHP_1642,19/07/2010,21/07/2010,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,2145,1,NOT SPECIFIED,2
1191,Cust_1787,Prod_10,SHP_1644,12/06/2009,12/06/2009,HAROLD PAWLAN,ALBERTA,WEST,SMALL BUSINESS,458141,36,LOW,0
1191,Cust_1787,Prod_5,SHP_1644,12/06/2009,12/06/2009,HAROLD PAWLAN,ALBERTA,WEST,SMALL BUSINESS,261289,25,LOW,0
